City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
328,Beyla,GN,8.6833,-8.6333,70.14,97,97,3.62,moderate rain
329,Hatta,IN,24.1167,79.6,88.9,59,66,3.0,broken clouds
330,Namibe,AO,-15.1961,12.1522,64.47,82,11,10.0,few clouds
331,Naryan-Mar,RU,67.6713,53.087,58.64,70,53,6.22,broken clouds
332,Chifeng,CN,42.2683,118.9636,74.52,42,100,5.1,overcast clouds
333,San Patricio,US,28.017,-97.5169,98.08,33,13,6.58,few clouds
334,Yumen,CN,40.2833,97.2,76.87,16,0,4.29,clear sky
335,Beira,MZ,-19.8436,34.8389,68.09,83,40,3.44,scattered clouds
336,Pipar,IN,26.3856,73.5378,83.75,76,86,11.83,overcast clouds
337,Tame,CO,6.461,-71.73,83.71,65,95,5.39,overcast clouds
338,Avera,US,33.194,-82.5271,75.25,48,79,7.18,moderate rain
339,Ostrovnoy,RU,68.0531,39.5131,47.32,88,85,6.46,overcast clouds
340,Stornoway,GB,58.2093,-6.3865,60.93,84,40,14.97,scattered clouds
341,Kelheim,DE,48.9167,11.8667,70.61,80,100,6.73,light rain
342,Sao Felix Do Xingu,BR,-6.6447,-51.995,92.1,36,49,6.2,scattered clouds
